GTIN-14,Brand Name,Name,Size,Ingredients,Serving Size,Servings Per Container,Calories,Fat Calories,Fat (g),Saturated Fat (g),Trans Fat (g),Polyunsaturated Fat (g),Monounsaturated Fat (g),Cholesterol (mg),Sodium (mg),Potassium (mg),Carbohydrate (g),Fiber (g),Sugars (g),Protein (g),Author,Format,Publisher,Pages,Alcohol By Volume,Images
00667803000707,Coleman's,Mustard Powder,2 oz,,,,,,,,,,,,,,,,,,,,,,,""
00681131036764,Equate,Nite Time Cold & Flu,12 fl oz,,,,,,,,,,,,,,,,,,,,,,,""
00052100003399,McCormick,Fennel Seed,1.5 oz,,,,,,,,,,,,,,,,,,,,,,,""
00041303027721,Essential Everyday,Hot Dog Buns,11 oz,,,,,,,,,,,,,,,,,,,,,,,""
00052100002330,McCormick,Ground Cloves,0.9 oz,,,,,,,,,,,,,,,,,,,,,,,""
00076808502954,Barilla,Mezze Penne,16 oz,,,,,,,,,,,,,,,,,,,,,,,""
00078006000119,Pride Of Szeged,Hungarian Hot Paprika,5 oz,,,,,,,,,,,,,,,,,,,,,,,""
00047600001013,Durkee,Ground Allspice,0.6 oz,,,,,,,,,,,,,,,,,,,,,,,""
00072591991753,Great Value,100% Extra Virgin Olive Oil,25.5 fl oz,,,,,,,,,,,,,,,,,,,,,,,""
00052100011486,Baker's,Imitation Vanilla Flavor,8 fl oz,,,,,,,,,,,,,,,,,,,,,,,""
00041268140794,Hannaford,100% Parmesan & Romano Grated Cheese Blend,8 oz,,,,,,,,,,,,,,,,,,,,,,,""
00052100002514,McCormick,Ground Ginger,0.8 oz,,,,,,,,,,,,,,,,,,,,,,,""
00044000031183,Nabisco,Ritz Crackers Reduced Fat,12.5 oz,,,,,,,,,,,,,,,,,,,,,,,""
00079893411583,Organics,Organic Quinoa,16 oz,,,,,,,,,,,,,,,,,,,,,,,""
00041498189549,Stonemill Essentials,Steak Seasoning,6 oz,,,,,,,,,,,,,,,,,,,,,,,""
00072463000354,McCann's,Irish Oatmeal,24 oz,,,,,,,,,,,,,,,,,,,,,,,""
00016000459601,Bunny,100% Whole Wheat Bread,16 oz,,,,,,,,,,,,,,,,,,,,,,,""
00041498141363,Fusia Asian Inspirations,Teriyaki Sauce,15 fl oz,,,,,,,,,,,,,,,,,,,,,,,""
00011110814050,Petri Baking Products,Bakery Fresh Dutch Cocoa Cookies,8.9 oz,,,,,,,,,,,,,,,,,,,,,,,""
00041196404821,Harvest Hill,Red Velvet Pancake Mix,10 oz,,,,,,,,,,,,,,,,,,,,,,,""
00052100002538,McCormick,Ground Mustard,0.85 oz,,,,,,,,,,,,,,,,,,,,,,,""
00075186021330,Zachary,Orange Slices,32 oz,,,,,,,,,,,,,,,,,,,,,,,""
00048001252998,Knorr,Roasters,1.02 oz,,,,,,,,,,,,,,,,,,,,,,,""
00041498126681,Carlini,100% Extra Virgin Olive Oil,17 fl oz,,,,,,,,,,,,,,,,,,,,,,,""
00079896174812,Queen Helene,Cocoa Butter Hand And Body Lotion,32 oz,,,,,,,,,,,,,,,,,,,,,,,""
00085239053799,Market Pantry,Shelled Walnuts,16 oz,,,,,,,,,,,,,,,,,,,,,,,""
00896887002196,Bigs,Sunflower Seeds,5.35 oz,,,,,,,,,,,,,,,,,,,,,,,""
00052100002927,McCormick,Ground Cloves,1.75 oz,,,,,,,,,,,,,,,,,,,,,,,""
00041351918484,Tone's,Taco Seasoning,23 oz,,,,,,,,,,,,,,,,,,,,,,,""
00032251032349,Family Gourmet,Lentils,16 oz,,,,,,,,,,,,,,,,,,,,,,,""
00024600011822,Morton,Pepper,2.4 oz,,,,,,,,,,,,,,,,,,,,,,,""
00027825002705,Bellagio,Chocolate Truffle Gourmet Hot Cocoa Mix,7 oz,,,,,,,,,,,,,,,,,,,,,,,""
00052100002569,McCormick,Ground Nutmeg,1.1 oz,,,,,,,,,,,,,,,,,,,,,,,""
00041498148928,Millville,Crispy Oats Toasted Whole Grain Oat Cereal,14 oz,,,,,,,,,,,,,,,,,,,,,,,""
00013600020064,Crystal,Sea Salt Fine,22  oz,,,,,,,,,,,,,,,,,,,,,,,""
00016000275270,General Mills,Honey Nut Cheerios,12.25 oz,,,,,,,,,,,,,,,,,,,,,,,""
00016000395107,Betty Crocker,Three Cheese Scalloped Potatoes,5 oz,,,,,,,,,,,,,,,,,,,,,,,""
00019014612604,Iams,Proactive Health Mature Adult Hairball Care,5 lb,,,,,,,,,,,,,,,,,,,,,,,""
00018627414469,Kashi,Toasted Asiago Snack Crackers,9 oz,,,,,,,,,,,,,,,,,,,,,,,""
00011110831293,Vlasic,Kosher Dill Spears,80 fl oz,,,,,,,,,,,,,,,,,,,,,,,""
00016300165097,Florida's Natural,Lemonade,16 fl oz,,,,,,,,,,,,,,,,,,,,,,,""
00032251019241,Family Gourmet,100% Natural Yellow Mustard,20 oz,,,,,,,,,,,,,,,,,,,,,,,""
00021000032761,Taco Bell,Bold & Creamy Chipotle Sauce,8 fl oz,,,,,,,,,,,,,,,,,,,,,,,""
00018200001284,Anheuser-Busch,King Cobra Premium Malt Liquor,12 fl oz,,,,,,,,,,,,,,,,,,,,,,,""
00035342700110,Bella Sun Luci,Sun Dried Tomato Halves With Italian Herbs,8.5 oz,,,,,,,,,,,,,,,,,,,,,,,""
00011110725677,Tastykake,Chocolate Cupcakes,3 1/2 oz,,,,,,,,,,,,,,,,,,,,,,,""
00876941003796,Clover Valley,100% Lemon Juice,32 fl oz,,,,,,,,,,,,,,,,,,,,,,,""
00052100071282,McCormick,Whole Black Peppercorns,4.25 oz,,,,,,,,,,,,,,,,,,,,,,,"https://d2b9vdin3yve6y.cloudfront.net/a5fbe700-2125-4ebd-9467-978f802b4170.jpg, https://d2b9vdin3yve6y.cloudfront.net/2bc12f59-48a0-4659-9030-29b668e3b7f9.jpg, https://d2b9vdin3yve6y.cloudfront.net/422cb642-0514-4930-a119-816d61b7eec5.jpg"
00024600010931,Morton,Fine Sea Salt,17.6 oz,,,,,,,,,,,,,,,,,,,,,,,""
00013000004664,Heinz,Tomato Ketchup,38 oz (2 lb 6 oz) 1.07 kg,"Tomato concentrate from red ripe tomatoes, distilled vinegar, high fructose corn syrup, corn syrup, salt, spice, onion powder, natural flavoring.",1 Tbsp (17 g),63,20,0,0.0,0.0,0.0,,,0,160,,5,0,4,0,,,,,,""
00032251021923,Family Gourmet,All Purpose Flour (Enriched Bleached),5 lb,,,,,,,,,,,,,,,,,,,,,,,""
00853693002109,Seven Moons,Peanut Satay,7.4 oz,,,,,,,,,,,,,,,,,,,,,,,""
00011110684134,Kroger,Rosemary Leaves,0.75 oz,,,,,,,,,,,,,,,,,,,,,,,""
00070969001905,Spice World,Organic Garlic,2.5 oz,,,,,,,,,,,,,,,,,,,,,,,""
00078742310527,Dunkin Donuts,Dunkin Dark Coffee,11 oz,,,,,,,,,,,,,,,,,,,,,,,""
00078742230528,Jolly Time,Healthy Pop Crispy White Popcorn,9 oz,,,,,,,,,,,,,,,,,,,,,,,""
00089836185143,Simply Organic,Cumin,2.31 oz,,,,,,,,,,,,,,,,,,,,,,,""
00041498196479,Priano,Balsamic Vinegar Of Modena,16.9 fl oz,,,,,,,,,,,,,,,,,,,,,,,""
00808772049506,Cucina,Red Wine Vinegar,33.8 fl oz,,,,,,,,,,,,,,,,,,,,,,,""
00097339000030,Valentina,Salsa Picante,34 fl oz,,,,,,,,,,,,,,,,,,,,,,,""
00077885892020,Tapatio,Salsa Picante Hot Sauce,32 fl oz,,,,,,,,,,,,,,,,,,,,,,,""
00041303005422,Essential Everyday,Sweet Relish,10 fl oz,,,,,,,,,,,,,,,,,,,,,,,""
00032251014031,Family Gourmet,Ground Black Pepper,2 oz,,,,,,,,,,,,,,,,,,,,,,,""
00021140124456,Astor,Stick Cinnamon,1 oz,,,,,,,,,,,,,,,,,,,,,,,""
00041351913977,Tone's,Onion Powder,20 oz,,,,,,,,,,,,,,,,,,,,,,,""
00052100003832,McCormick,Dill Weed,0.5 oz,,,,,,,,,,,,,,,,,,,,,,,""
00052100087078,5 Season,Italian Seasoning,0.87 oz,,,,,,,,,,,,,,,,,,,,,,,""
00073575295003,Nakano,Seasoned Rice Vinegar,12 fl oz,,,,,,,,,,,,,,,,,,,,,,,""
00032251124808,Family Gourmet,100% Lemon Juice,32 fl oz,,,,,,,,,,,,,,,,,,,,,,,""
00052100003191,McCormick,Ground Thyme,1.25 oz,,,,,,,,,,,,,,,,,,,,,,,""
00052100003269,McCormick,Dill Weed,0.3 oz,,,,,,,,,,,,,,,,,,,,,,,""
00016000263673,Betty Crocker,Hamburger Helper   Chili Cheese,4.3 oz,,,,,,,,,,,,,,,,,,,,,,,""
00077661335956,Litehouse,Chives,0.25 oz,,,,,,,,,,,,,,,,,,,,,,,""
00032251032370,Family Gourmet,Angel Hair (Enriched Macaroni Product),16 oz,,,,,,,,,,,,,,,,,,,,,,,""
00014100098959,Pepperidge Farm,Farmhouse Honey Wheat,24 oz,,,,,,,,,,,,,,,,,,,,,,,""
00032251023538,Family Gourmet,Crushed Red Pepper,1.5 oz,,,,,,,,,,,,,,,,,,,,,,,""
00024182002539,Eden Foods,Organic Black Beans,15 oz,,,,,,,,,,,,,,,,,,,,,,,""
00041498111694,Burman's,Sweet 'n Sour Sauce,10.5 oz,,,,,,,,,,,,,,,,,,,,,,,""
00052100325170,McCormick,Montreal Chicken,23 oz,,,,,,,,,,,,,,,,,,,,,,,""
00024600000390,Morton,Popcorn Salt,3 3/4 oz,,,,,,,,,,,,,,,,,,,,,,,""
00639277232687,Baker's Select,Pure Ground Nutmeg,1.75 oz,,,,,,,,,,,,,,,,,,,,,,,""
00021131453084,Marie Callender's,Three Meat & Four Cheese Lasagna,19 oz,,,,,,,,,,,,,,,,,,,,,,,""
00016000409958,Cola,Super Moist Cake Mix Milk Chocolate,15.25 oz,,,,,,,,,,,,,,,,,,,,,,,""
00858867002015,Cafe Al Fresco,Hazelnut Gourmet Syrup,12.7 fl oz,,,,,,,,,,,,,,,,,,,,,,,""
00078742116303,Great Value,Pure Almond Extract,1 fl oz,,,,,,,,,,,,,,,,,,,,,,,""
00011110806277,Kroger,Garbanzo Beans,15 oz,,,,,,,,,,,,,,,,,,,,,,,""
00041498184681,Stonemill Essentials,Pumpkin Pie Spice,1.35 oz,,,,,,,,,,,,,,,,,,,,,,,""
00041498120030,Fusia Asian Inspirations,Duck Sauce Dipping Sauce,15 oz,,,,,,,,,,,,,,,,,,,,,,,""
00052100002934,McCormick Gourmet Collection,Cram Of Tartar,2.62 oz,,,,,,,,,,,,,,,,,,,,,,,""
00052100002866,McCormick,Ground (Cayenne) Red Pepper,1 oz,,,,,,,,,,,,,,,,,,,,,,,""
00030000036907,Aunt Jemima,Country Rich Syrup,24 fl oz,,,,,,,,,,,,,,,,,,,,,,,""
00041498136093,Fusia Asian Inspirations,Teriyaki Sesame Wok Sauce,12 fl oz,,,,,,,,,,,,,,,,,,,,,,,""
00028190007814,Jolly Time,Healthy Pop Butter Popcorn,9 oz,,,,,,,,,,,,,,,,,,,,,,,""
00044000032234,Nabisco,Chips Ahoy Chewy Chocolate Chip Cookies,13 oz,,,,,,,,,,,,,,,,,,,,,,,""
00078742434278,Great Value,Ground Cinnamon,2.37 oz,,,,,,,,,,,,,,,,,,,,,,,""
00024126009082,Bunny,Hot Dog Buns,12 oz,,,,,,,,,,,,,,,,,,,,,,,""
00016000270534,Betty Crocker,Roasted Garlic Simple Recipe Potatoes,3.3 oz,,,,,,,,,,,,,,,,,,,,,,,""
00041303011355,Essential Everyday,Saltine Crackers,16 oz,,,,,,,,,,,,,,,,,,,,,,,""
00052100002477,McCormick,Curry Powder,1 ounce,,,,,,,,,,,,,,,,,,,,,,,""
00044100604447,Hood,Under The Stars Churned Light Ice Cream,1.5qt,,,,,,,,,,,,,,,,,,,,,,,""
00052100086903,5th Season,Garlic Powder,2.5 oz,,,,,,,,,,,,,,,,,,,,,,,""
00078742370873,Great Value,Chili Beans,15.5 oz,,,,,,,,,,,,,,,,,,,,,,,""
00876941003277,Pampa,Instant Coffee,2.82 oz,,,,,,,,,,,,,,,,,,,,,,,""
00085239147238,Peter Pan,Honey Roast Crunch Peanut & Natural Honey Spread,16.3 oz,,,,,,,,,,,,,,,,,,,,,,,""
00041130067105,Flavorite,Meat Tenderizer Unseasoned,4.25 oz,,,,,,,,,,,,,,,,,,,,,,,""
00051933263208,Marcum Gourmet Spices,Cumin,4 oz,,,,,,,,,,,,,,,,,,,,,,,""
00052100086934,5th Season,Ground Cinnamon,2.37 oz,,,,,,,,,,,,,,,,,,,,,,,""
00639277232663,Baker's Select,Ground Sage,3 oz,,,,,,,,,,,,,,,,,,,,,,,""
00670171454546,Kernel Season's,Popcorn Seasoning Butter,2.85 oz,,,,,,,,,,,,,,,,,,,,,,,""
00012000384196,Brisk,Pink Lemonade Juice Drink,33.6 fl oz,,,,,,,,,,,,,,,,,,,,,,,""
00047600951820,Weber,Real Molasses Bbq Sauce,18 oz,,,,,,,,,,,,,,,,,,,,,,,""
00706950123126,Capatriti,100% Pure Olive Oil,17 fl oz,,,,,,,,,,,,,,,,,,,,,,,""
00021000042562,Kraft,Velveeta Cheesy Skillets Singles Chicken Chili Cheese Mac,9 oz,,,,,,,,,,,,,,,,,,,,,,,""
00078742209999,C&H,Confectioners Powdered Pure Cane Sugar,16 oz,,,,,,,,,,,,,,,,,,,,,,,""
00078742110684,Lance,Lem O Lunch Cookies,6.6 oz,,,,,,,,,,,,,,,,,,,,,,,""
00051000152787,Campbells,V8 Low Sodium Original 100% Vegetable Juice,64 fl oz,,,,,,,,,,,,,,,,,,,,,,,""
00639277152985,Old World Flavor 1905,Coarse Kosher Salt,16 oz,,,,,,,,,,,,,,,,,,,,,,,""
00049000051155,Coca Cola,Cola,16 fl oz,,,,,,,,,,,,,,,,,,,,,,,""
00076737110022,Everfresh,Pure 100% Grapefruit Juice,32 fl oz,,,,,,,,,,,,,,,,,,,,,,,""
00041130051999,Flavorite,Beef Flavor Bouillon Instant,4 oz,,,,,,,,,,,,,,,,,,,,,,,""
00052100025780,McCormick,Mesquite Marinade,1.06 oz,,,,,,,,,,,,,,,,,,,,,,,""
00808772012968,Cucina,Chili Pepper Bread Dipper,8.4 fl oz,,,,,,,,,,,,,,,,,,,,,,,""
00052100006987,McCormick,Bay Leaves,0.12 oz,,,,,,,,,,,,,,,,,,,,,,,""
00078742088815,Sam's,Cola Zero Calorie,67.6 oz,,,,,,,,,,,,,,,,,,,,,,,""
00072613160105,Sun,Dishwashing Liquid With Oxy Gen Cleaning Action,20 fl oz,,,,,,,,,,,,,,,,,,,,,,,""
00070258024042,Plantation,Blackstrap Unsulphured Molasses,31 fl oz,,,,,,,,,,,,,,,,,,,,,,,""
00713282216020,Omaggio Private Reserve,Extra Virgin Olive Oil,34 fl oz,,,,,,,,,,,,,,,,,,,,,,,""
00070896313614,Wilton,Candy Melts,12 oz,,,,,,,,,,,,,,,,,,,,,,,""
00052100087931,5 Season,Chili Powder,2.87 oz,,,,,,,,,,,,,,,,,,,,,,,""
00639277327062,Supreme Tradition,Basil,0.95 oz,,,,,,,,,,,,,,,,,,,,,,,""
00078000098464,Dr. Pepper,Cherry,2 L,,,,,,,,,,,,,,,,,,,,,,,""
00644209412006,Duncan Hines,Red Velvet Deliciously Moist Cake Mix,16.5 oz,,,,,,,,,,,,,,,,,,,,,,,""
00036494020224,Matouk's,Calypso Sauce,10 fl oz,,,,,,,,,,,,,,,,,,,,,,,""
00730521517137,Nature's Recipe,Grain Free Adult Salmon & Potato Recipe,32 oz,,,,,,,,,,,,,,,,,,,,,,,""
00038000935282,Kellogg's,Nutri Grain Cereal Bars,11.7 oz,,,,,,,,,,,,,,,,,,,,,,,""
00021131501303,Marie Callender's,Creamy Parmesan Chicken Pot Pie,16 oz,,,,,,,,,,,,,,,,,,,,,,,""
00756656861655,Make 'n Mold,Candy Wafers Orange  Vanilla Flavored,14 oz,,,,,,,,,,,,,,,,,,,,,,,""
00024463061163,Sriracha,Sriracha Hot Chili Sauce,28 oz,,,,,,,,,,,,,,,,,,,,,,,""
00041498147631,Priano,Sun Dried Tomato Pesto,6.7 oz,,,,,,,,,,,,,,,,,,,,,,,""
00024000577454,Del Monte,Sunfresh Red Grapefruit,20 oz,,,,,,,,,,,,,,,,,,,,,,,""
00052100002637,McCormick,Poultry Seasoning,0.65 oz,,,,,,,,,,,,,,,,,,,,,,,""
00041497115648,Weis Markets,Chunky Blue Cheese Dresing,16 fl oz,,,,,,,,,,,,,,,,,,,,,,,""
00639277784155,Angel Of Mine,Creamy Baby Oil,10 fl oz,,,,,,,,,,,,,,,,,,,,,,,""
00039400019107,Bush's,Grillin Beans,22 oz,,,,,,,,,,,,,,,,,,,,,,,""
00071072013779,Vigo,Yellow Rice,9 oz,,,,,,,,,,,,,,,,,,,,,,,""
00031200299550,Ocean Spray,Sugar Free Cran Cherry Drink Mix,30g,,,,,,,,,,,,,,,,,,,,,,,""
00044000001728,Nabisco,Triscuit,13 oz,,,,,,,,,,,,,,,,,,,,,,,""
00078742082752,Great Value,Chunk Light Tuna In Water,5 oz,,,,,,,,,,,,,,,,,,,,,,,""
00032251014048,Family Gourmet,Italian Seasoning,0.75 oz,,,,,,,,,,,,,,,,,,,,,,,""
00041129000052,Classico,Traditional Basil Pesto Sauce & Spread,8.1 oz,,,,,,,,,,,,,,,,,,,,,,,""
00021131504656,Marie Callender's,Fettuccine Alfredo & Garlic Bread,13 oz,,,,,,,,,,,,,,,,,,,,,,,""
00041244000067,Matinellis,Sparkling Cider,25.4 oz,,,,,,,,,,,,,,,,,,,,,,,""
00041498184728,Stonemill Essentials,Ginger Ground,1.1 oz,,,,,,,,,,,,,,,,,,,,,,,""
00079679002905,Spice Time,Naturally Pure Minced Onion,2.625 oz,,,,,,,,,,,,,,,,,,,,,,,""
00016000301405,Betty Crocker,Oatmeal Cookie Mix,17.5 oz,,,,,,,,,,,,,,,,,,,,,,,""
00892671000065,Spice Meister Gourmet Select,Celery Salt,16.9 oz,,,,,,,,,,,,,,,,,,,,,,,""
00041331037846,Sazon,Goya,1.41 oz,,,,,,,,,,,,,,,,,,,,,,,""
00052100746043,McCormick,Peppercorn Medley Grinder,0.85 oz,,,,,,,,,,,,,,,,,,,,,,,""
00041390000034,Kikkoman,Soy Sauce,20 fl oz,,,,,,,,,,,,,,,,,,,,,,,""
00078742230153,Great Value,Chicken Seasoning & Coating Mix,5.5 oz,,,,,,,,,,,,,,,,,,,,,,,""
00015100000195,Creamette,Rings,7 oz,,,,,,,,,,,,,,,,,,,,,,,""
00041498191184,Chef's Cupboard,Julienne Potatoes,4.5 oz,,,,,,,,,,,,,,,,,,,,,,,""
00041498195083,Reggano Pasta & Sauce,Butter,4.5 oz,,,,,,,,,,,,,,,,,,,,,,,""
00051000154927,Campbell's,100% Natural Mexican Style Chicken Tortilla,15.3 oz,,,,,,,,,,,,,,,,,,,,,,,""
00037600083973,Hormel,White Chicken Chili,15 oz,,,,,,,,,,,,,,,,,,,,,,,""
00078742229423,Great Value,Butter Flavored No Stick Cooking Spray,8 oz,,,,,,,,,,,,,,,,,,,,,,,""
00051000011114,Campbell's,Beef With Vegetables & Barley,11 oz,,,,,,,,,,,,,,,,,,,,,,,""
00787359100215,Fresh Gourmet,Deli Style Parmesan Caesar Premium Croutons,5 oz,,,,,,,,,,,,,,,,,,,,,,,""
00041498136628,Chef's Upboard,Cream Of Mushroom Condensed Soup,26 oz,,,,,,,,,,,,,,,,,,,,,,,""
00037600495479,Hormel,Compleats Homestyle Chicken & Rice,10 oz,,,,,,,,,,,,,,,,,,,,,,,""
00030000264423,Quaker,Bakery Favorites Instant Oatmeal,14.6 oz,,,,,,,,,,,,,,,,,,,,,,,""
00070074560915,Pedialyte,Pedialyte Electrolyte Powder Variety,0.3 oz,,,,,,,,,,,,,,,,,,,,,,,""
00071998123606,Tony Chachere,Dirty Rice,5 oz,,,,,,,,,,,,,,,,,,,,,,,""
00051000013477,Campbell's Condensed Soup,Broccoli Cheese,10 3/4 oz,,,,,,,,,,,,,,,,,,,,,,,""
00041498133108,Fit & Active,Thousand Island Fat Free Dressing,16 fl oz,,,,,,,,,,,,,,,,,,,,,,,""
00041498128739,Baker's Corner,Milk Chocolate Frosting,16 oz,,,,,,,,,,,,,,,,,,,,,,,""
00041130270079,Carlita,Diced Green Chiles,4 oz,,,,,,,,,,,,,,,,,,,,,,,""
00037100036622,Libby's,Whole Kernel Sweet Corn,15 oz,,,,,,,,,,,,,,,,,,,,,,,""
00052200003763,Beech Nut,Dha Plus Yogurt Blends With Mixed Berry,6 fl oz,,,,,,,,,,,,,,,,,,,,,,,""
00605388187239,Great Value,Sugar Free Chocolate Reduced Calorie Instant Pudding & Pie Filling,1.5 oz (42g),,1/4 package (11g),4,30,0,0.0,0.0,0.0,0.0,0.0,0,300,90,8,0,0,0,,,,,,""
00011110894878,Kroger,Mild Tomatillo Salsa Verde,16 oz,,,,,,,,,,,,,,,,,,,,,,,""
00041498196462,Dakota's Pride,Great Northern Bans,15.5 oz,,,,,,,,,,,,,,,,,,,,,,,""
00600699661447,Kraft,Jet Puffed Marshmallow Creme,7 oz,,,,,,,,,,,,,,,,,,,,,,,""
00041498112202,Sweet Harvest,Pineapple Chunks,20 oz,,,,,,,,,,,,,,,,,,,,,,,""
00041498130176,Chef's Cupboard,Savory Beef Homestyle Gravy With Real Meat,12 oz,,,,,,,,,,,,,,,,,,,,,,,""
00070074560823,Pedialyte,Pedialyte Electrolyte Powder Fruit Punch,0.3 oz,,,,,,,,,,,,,,,,,,,,,,,""
00072979003931,Seagram's,Blackberry Raspberry,12 fl oz,,,,,,,,,,,,,,,,,,,,,,,""
00078742371047,Great Value,100% Whole Grain Old Fashioned Oats,42 oz,,,,,,,,,,,,,,,,,,,,,,,""
00041498120658,Happy Harvest,Sweet Peas,15 oz,,,,,,,,,,,,,,,,,,,,,,,""
00072413003060,Mrs. Alison's Cookies,Fruit Bars,24 oz,,,,,,,,,,,,,,,,,,,,,,,""
00016000435827,Chicken Helper,Fettuccine Alfredo,8.7 oz,,,,,,,,,,,,,,,,,,,,,,,""
00076183163764,Snapple,Diet Snapple Lemon Tea,16 fl oz,,,,,,,,,,,,,,,,,,,,,,,""
00011110805270,Kroger,Sliced Pickled Beets,15 oz,,,,,,,,,,,,,,,,,,,,,,,""
00064144045518,Chef Boyardee,Overstuffed Beef Ravioli,15 oz,,,,,,,,,,,,,,,,,,,,,,,""
00041498120696,Happy Harvest,Sliced Carrots,14.5 oz,,,,,,,,,,,,,,,,,,,,,,,""
00839977005028,Clearasil,Oil Free Daily Face Wash,6.5 fl oz,,,,,,,,,,,,,,,,,,,,,,,""
00078742230160,Great Value,Pork Seasoning & Coating Mix,6 oz,,,,,,,,,,,,,,,,,,,,,,,""
00013409234129,Sweet Baby Ray's,Barbecue Sauce,28 oz,,,,,,,,,,,,,,,,,,,,,,,""
00041498130268,Baker's Corner,Blueberry Muffin Mix,18.25 oz,,,,,,,,,,,,,,,,,,,,,,,""
00041498135614,Baker's Corner,Sweetened Condensed Milk,14 oz (396g),,2 Tbsp (39g),10,130,30,3.0,2.0,0.0,,,10,35,,22,,22,3,,,,,,""
00041500220222,French's,French Fried Onions,2.8 oz,,,,,,,,,,,,,,,,,,,,,,,""
00041449107905,Krusteaz,Lemon Bars Supreme Mix,19.35 oz,,,,,,,,,,,,,,,,,,,,,,,""
00051000024213,Swanson,100% Natural Beef Broth,14.5 oz,,,,,,,,,,,,,,,,,,,,,,,""
00013000006057,Heinz,Tomato Ketchup,32 oz,,,,,,,,,,,,,,,,,,,,,,,""
00041498152215,Rice Bowl,Beef Rice Mix,6.8 oz,,,,,,,,,,,,,,,,,,,,,,,""
00076808280739,Barilla,Penne,1 lb,,,,,,,,,,,,,,,,,,,,,,,""
00041498129040,Clancy's,Cheese Melt,32 oz,,,,,,,,,,,,,,,,,,,,,,,""
00052200003305,Beech Nut,Stage 1 Apple Juice,32 fl oz,,,,,,,,,,,,,,,,,,,,,,,""
00041498172855,Priano,Creamy Alfredo Sauce,15 oz,,,,,,,,,,,,,,,,,,,,,,,""
00038900001438,Dole,Pineapple Slices,20 oz,,,,,,,,,,,,,,,,,,,,,,,""
00041498120412,Dakota's Pride,Light Red Kidney Beans,15.5 oz,,,,,,,,,,,,,,,,,,,,,,,""
00037600295383,Chi Chi's,Mild Thick & Chunky Salsa,16 oz,,,,,,,,,,,,,,,,,,,,,,,""
00041498123116,Burman's,Tomato Ketchup,40 oz,,,,,,,,,,,,,,,,,,,,,,,""
00037600293389,Hormel,Chunky Chili With Beans,15 oz,,,,,,,,,,,,,,,,,,,,,,,""
00026823000560,Bean Cuisine,Soup Lots Of Lentil,15 oz,,,,,,,,,,,,,,,,,,,,,,,""
00072392010417,Royal Gelatin,Orange,1.4 oz,,,,,,,,,,,,,,,,,,,,,,,""
00016000263185,Betty Crocker Tuna Helper,Italian Fettuccine Alfredo,6.5 oz,,,,,,,,,,,,,,,,,,,,,,,""
00041498113506,Happy Harvest,Mushrooms Pieces & Stems,4 oz,,,,,,,,,,,,,,,,,,,,,,,""
00051000167750,Campbell's,Chunky Chicken Noodle,18.6 oz,,,,,,,,,,,,,,,,,,,,,,,""
00048000002471,Chicken Of The Sea,Chunk Light Tuna In Water,7 oz,,,,,,,,,,,,,,,,,,,,,,,""
00041498121099,Brookdale,Original Chili With Beans,15 oz,,,,,,,,,,,,,,,,,,,,,,,""
00064144066285,Luck's,Chicken & Dumplings,15 oz,,,,,,,,,,,,,,,,,,,,,,,""
00021000042555,Kraft,Velveeta Cheesy Skillets Singles Lasagna With Meat Sauce,9 oz,,,,,,,,,,,,,,,,,,,,,,,""
00041498173432,Berryhill,Strawberry Preserves,18 oz,,,,,,,,,,,,,,,,,,,,,,,""
00051500280188,Pillsbury,Chocolate Extreme Premium Brownie Mix,15.9 oz,,,,,,,,,,,,,,,,,,,,,,,""
00041498116101,Happy Harvest,Diced Tomatoes,14.5 oz,,,,,,,,,,,,,,,,,,,,,,,""
00043000208106,Jello,Cook & Serve Chocolate,1.3 oz,,,,,,,,,,,,,,,,,,,,,,,""
00041498152109,Rice Bowl,Rice & Vermicelli Chicken Flavor,6.9 oz,,,,,,,,,,,,,,,,,,,,,,,""
00052200003749,Beech Nut,Banana Juice With Yogurt,6 fl oz,,,,,,,,,,,,,,,,,,,,,,,""
00041498117603,Happy Harvest,Tomato Paste,6 oz,,,,,,,,,,,,,,,,,,,,,,,""
00052200003640,Beech Nut,Stage 1 White Grape Juice,32 fl oz,,,,,,,,,,,,,,,,,,,,,,,""
00041498158705,Burman's,All Natural Yellow Mustard,14 oz,,,,,,,,,,,,,,,,,,,,,,,""
00070074560793,Pedialyte,Electrolyte Powder Apple,1.2 oz,,,,,,,,,,,,,,,,,,,,,,,""
00037323158064,Musselman's,Cherry Pie Filling,21 oz,,,,,,,,,,,,,,,,,,,,,,,""
00037100042135,Libby's,Sweet Peas,15 oz,,,,,,,,,,,,,,,,,,,,,,,""
00076808000689,Barilla,White Fiber Mini Shells,12 oz,,,,,,,,,,,,,,,,,,,,,,,""
00070074562513,Similac,Advance Concentrated Liquid,32 oz,,,,,,,,,,,,,,,,,,,,,,,""
00011152071817,Imperial Dragon,Coconut Milk,13.5 fl oz,,,,,,,,,,,,,,,,,,,,,,,""
00041498126292,Chef's Cupboard,Chicken Broth,32 oz,,,,,,,,,,,,,,,,,,,,,,,""
00011300820700,Brach's,Candy Corn,11 oz,,,,,,,,,,,,,,,,,,,,,,,""
00016000283831,Hamburger Helper,Four Cheese Lasagna,5.5 oz,,,,,,,,,,,,,,,,,,,,,,,""
